Морковь, Китай, 5 тонн, 7050000 рублей
зерно, Венгрия, 1 тонна, 7050000 рублей
Консервированная кукуруза, США, 20 тонн, 7050000 рублей
Суповой набор мясной, Германия, 50 тонн, 12340000 рублей
рыба, Австралия, 5 тонн, 500000 рублей
хлеб, Венгрия, 50 тонн, 1250000 рублей
Суповой набор мясной, Австралия, 30 тонн, 14850000 рублей
Масло растительное, Аргентина, 20 тонн, 1250000 рублей
Сахар коричневый, США, 1 тонна, 1000000 рублей
Фрикадельки (домашний полуфабрикат), Австралия, 20 тонн, 14850000 рублей
Чеснок, Аргентина, 15 тонн, 500000 рублей
Курица (бедра или окорочка), Перу, 50 тонн, 500000 рублей
шоколад, США, 5 тонн, 12340000 рублей
Стручковая фасоль, Китай, 50 тонн, 14850000 рублей
Петрушка, Аргентина, 50 тонн, 7050000 рублей
Котлеты (домашний полуфабрикат), Австрия, 15 тонн, 14850000 рублей
Панировочные сухари, Венгрия, 5 тонн, 1000000 рублей
Картофель, США, 15 тонн, 500000 рублей
Кошачий корм, Австрия, 2 тонны, 12340000 рублей
Фрикадельки (домашний полуфабрикат), Австралия, 10 тонн, 1000000 рублей
Петрушка, Перу, 5 тонн, 14850000 рублей
Панировочные сухари, Аргентина, 15 тонн, 12340000 рублей
Масло сливочное, Германия, 1 тонна, 14850000 рублей
груши, Аргентина, 50 тонн, 500000 рублей
Масло сливочное, Венгрия, 20 тонн, 14850000 рублей
Сгущенка, Аргентина, 50 тонн, 14850000 рублей
яблоки, Аргентина, 20 тонн, 500000 рублей
Сметана, Австрия, 2 тонны, 14850000 рублей
хлеб, Китай, 2 тонны, 7050000 рублей
Детское питание 7 банок, Австрия, 5 тонн, 12340000 рублей
Курица (бедра или окорочка), Перу, 10 тонн, 1250000 рублей
Томатная паста, Германия, 20 тонн, 1000000 рублей
Рыбная консерва, Аргентина, 1 тонна, 500000 рублей
Творог, Австралия, 30 тонн, 12340000 рублей
Суповой набор мясной, Китай, 1 тонна, 7050000 рублей
шоколад, Перу, 10 тонн, 12340000 рублей
Курица (бедра или окорочка), Германия, 20 тонн, 1250000 рублей
Морковь, Германия, 10 тонн, 1250000 рублей
Рыбная консерва, Венгрия, 10 тонн, 12340000 рублей
Сыр, Австрия, 2 тонны, 1000000 рублей
Кефир, США, 5 тонн, 14850000 рублей
Лимон, Китай, 5 тонн, 7050000 рублей
Масло растительное, Китай, 5 тонн, 1250000 рублей
Сметана, Австрия, 1 тонна, 1000000 рублей
Кошачий корм, Аргентина, 15 тонн, 1250000 рублей
Консервированный горошек, Перу, 10 тонн, 1000000 рублей
Фрикадельки (домашний полуфабрикат), Аргентина, 20 тонн, 12340000 рублей
Стручковая фасоль, Аргентина, 20 тонн, 1250000 рублей
Малиновое варенье, Германия, 1 тонна, 14850000 рублей
Кефир, Германия, 5 тонн, 500000 рублей
Сыр, Китай, 50 тонн, 7050000 рублей
Рыбная консерва, Перу, 50 тонн, 500000 рублей
Баллончик со сливками, Аргентина, 20 тонн, 1250000 рублей
Сметана, Германия, 2 тонны, 14850000 рублей
Картофель, Аргентина, 30 тонн, 7050000 рублей
Лимон, США, 10 тонн, 1000000 рублей
Кефир, Австрия, 1 тонна, 7050000 рублей
Курица (бедра или окорочка), Перу, 5 тонн, 12340000 рублей
Творог, Аргентина, 5 тонн, 500000 рублей
шоколад, Венгрия, 15 тонн, 12340000 рублей
Фрикадельки (домашний полуфабрикат), Германия, 50 тонн, 500000 рублей
зерно, Германия, 2 тонны, 14850000 рублей
Баллончик со сливками, США, 5 тонн, 500000 рублей
Курица (бедра или окорочка), Германия, 50 тонн, 1000000 рублей
Петрушка, Германия, 2 тонны, 500000 рублей
яблоки, Перу, 1 тонна, 12340000 рублей
Творог, Австрия, 15 тонн, 7050000 рублей
Творог, Австрия, 2 тонны, 14850000 рублей
Морковь, Перу, 2 тонны, 1250000 рублей
Рыбная консерва, Австралия, 1 тонна, 500000 рублей
масло, Германия, 2 тонны, 1250000 рублей
Суповой набор куриный, США, 20 тонн, 500000 рублей
Петрушка, Китай, 20 тонн, 500000 рублей
Суповой набор мясной, Перу, 1 тонна, 12340000 рублей
хлеб, Перу, 5 тонн, 500000 рублей
Томатная паста, Аргентина, 15 тонн, 7050000 рублей
Сыр, Австрия, 10 тонн, 14850000 рублей
Сметана, Австралия, 15 тонн, 14850000 рублей
шоколад, Китай, 5 тонн, 1250000 рублей
Масло сливочное, Аргентина, 30 тонн, 12340000 рублей
Морковь, Перу, 50 тонн, 1000000 рублей
Лимон, Германия, 10 тонн, 7050000 рублей
Горчица, Германия, 50 тонн, 14850000 рублей
Суповой набор мясной, Венгрия, 10 тонн, 500000 рублей
груши, США, 2 тонны, 12340000 рублей
Масло сливочное, США, 5 тонн, 1250000 рублей
Масло растительное, Аргентина, 5 тонн, 7050000 рублей
Кефир, Германия, 1 тонна, 7050000 рублей
Петрушка, Германия, 30 тонн, 500000 рублей
Масло растительное, Венгрия, 50 тонн, 14850000 рублей
