шоколад, Германия, 20 тонн, 12340000 рублей
хлеб, Австрия, 1 тонна, 14850000 рублей
яблоки, Перу, 1 тонна, 1250000 рублей
хлеб, Китай, 15 тонн, 7050000 рублей
хлеб, США, 50 тонн, 12340000 рублей
груши, США, 5 тонн, 1250000 рублей
зерно, Германия, 50 тонн, 12340000 рублей
шоколад, США, 15 тонн, 7050000 рублей
зерно, Аргентина, 30 тонн, 500000 рублей
хлеб, Аргентина, 1 тонна, 7050000 рублей
груши, Китай, 30 тонн, 12340000 рублей
масло, Китай, 2 тонны, 500000 рублей
шоколад, Аргентина, 1 тонна, 1250000 рублей
яблоки, Австралия, 10 тонн, 1250000 рублей
хлеб, Австрия, 5 тонн, 12340000 рублей
груши, Австралия, 10 тонн, 1000000 рублей
зерно, Перу, 20 тонн, 7050000 рублей
шоколад, Китай, 50 тонн, 7050000 рублей
яблоки, Австралия, 30 тонн, 1250000 рублей
груши, Венгрия, 2 тонны, 12340000 рублей
хлеб, Австрия, 10 тонн, 1250000 рублей
масло, США, 10 тонн, 1250000 рублей
хлеб, Германия, 50 тонн, 14850000 рублей
масло, Австрия, 1 тонна, 7050000 рублей
масло, Аргентина, 2 тонны, 500000 рублей
зерно, США, 20 тонн, 12340000 рублей
зерно, Германия, 30 тонн, 1000000 рублей
масло, Германия, 2 тонны, 14850000 рублей
хлеб, Австрия, 2 тонны, 1250000 рублей
хлеб, Австрия, 15 тонн, 14850000 рублей
яблоки, Австралия, 50 тонн, 1000000 рублей
зерно, Венгрия, 10 тонн, 14850000 рублей
груши, Венгрия, 10 тонн, 7050000 рублей
хлеб, Австрия, 5 тонн, 500000 рублей
шоколад, Аргентина, 10 тонн, 14850000 рублей
рыба, Германия, 30 тонн, 7050000 рублей
рыба, Австралия, 50 тонн, 14850000 рублей
шоколад, Перу, 30 тонн, 1250000 рублей
яблоки, Аргентина, 20 тонн, 500000 рублей
хлеб, США, 5 тонн, 1000000 рублей
масло, Венгрия, 1 тонна, 1000000 рублей
груши, Китай, 1 тонна, 1250000 рублей
зерно, Аргентина, 20 тонн, 1000000 рублей
зерно, Австралия, 15 тонн, 500000 рублей
хлеб, Перу, 5 тонн, 500000 рублей
хлеб, Австралия, 30 тонн, 12340000 рублей
зерно, Аргентина, 20 тонн, 1000000 рублей
зерно, Австрия, 1 тонна, 500000 рублей
груши, Германия, 1 тонна, 7050000 рублей
рыба, Австрия, 20 тонн, 500000 рублей
яблоки, Венгрия, 15 тонн, 14850000 рублей
масло, Аргентина, 20 тонн, 14850000 рублей
груши, Китай, 15 тонн, 7050000 рублей
хлеб, Германия, 10 тонн, 1000000 рублей
масло, Китай, 50 тонн, 12340000 рублей
яблоки, Австрия, 50 тонн, 12340000 рублей
хлеб, США, 50 тонн, 12340000 рублей
зерно, Венгрия, 30 тонн, 500000 рублей
рыба, США, 20 тонн, 7050000 рублей
яблоки, Аргентина, 10 тонн, 500000 рублей
хлеб, Австралия, 15 тонн, 500000 рублей
яблоки, Австрия, 50 тонн, 7050000 рублей
яблоки, Австралия, 5 тонн, 500000 рублей
зерно, Аргентина, 15 тонн, 14850000 рублей
рыба, Перу, 15 тонн, 12340000 рублей
хлеб, Австрия, 15 тонн, 500000 рублей
масло, Австрия, 50 тонн, 1000000 рублей
яблоки, Китай, 20 тонн, 1000000 рублей
груши, Германия, 2 тонны, 14850000 рублей
груши, Австрия, 15 тонн, 12340000 рублей
зерно, Австралия, 2 тонны, 12340000 рублей
масло, Китай, 2 тонны, 7050000 рублей
шоколад, США, 10 тонн, 12340000 рублей
масло, Аргентина, 50 тонн, 1000000 рублей
масло, Германия, 20 тонн, 7050000 рублей
груши, США, 15 тонн, 1250000 рублей
зерно, Австралия, 50 тонн, 7050000 рублей
зерно, Китай, 5 тонн, 1250000 рублей
зерно, США, 1 тонна, 12340000 рублей
рыба, Австралия, 15 тонн, 1000000 рублей
яблоки, Перу, 30 тонн, 14850000 рублей
масло, Венгрия, 2 тонны, 12340000 рублей
хлеб, Аргентина, 15 тонн, 12340000 рублей
груши, Австрия, 10 тонн, 500000 рублей
хлеб, Аргентина, 5 тонн, 7050000 рублей
груши, США, 30 тонн, 1000000 рублей
шоколад, Перу, 20 тонн, 500000 рублей
яблоки, Австрия, 20 тонн, 1000000 рублей
рыба, Аргентина, 2 тонны, 500000 рублей
груши, США, 20 тонн, 1000000 рублей
зерно, Австрия, 50 тонн, 1000000 рублей
яблоки, Венгрия, 5 тонн, 500000 рублей
рыба, Китай, 20 тонн, 12340000 рублей
шоколад, Аргентина, 10 тонн, 500000 рублей
рыба, Венгрия, 1 тонна, 7050000 рублей
масло, Аргентина, 1 тонна, 1250000 рублей
груши, Австрия, 10 тонн, 1000000 рублей
зерно, Австралия, 10 тонн, 7050000 рублей
рыба, Австралия, 50 тонн, 12340000 рублей
хлеб, Венгрия, 30 тонн, 7050000 рублей
груши, Венгрия, 15 тонн, 1250000 рублей
зерно, Австралия, 30 тонн, 1250000 рублей
груши, США, 15 тонн, 7050000 рублей
рыба, Венгрия, 1 тонна, 12340000 рублей
масло, Германия, 50 тонн, 14850000 рублей
шоколад, Австрия, 1 тонна, 7050000 рублей
яблоки, Китай, 10 тонн, 500000 рублей
груши, Перу, 5 тонн, 1000000 рублей
груши, Германия, 30 тонн, 500000 рублей
яблоки, Китай, 20 тонн, 12340000 рублей
шоколад, Австралия, 5 тонн, 1250000 рублей
груши, Аргентина, 50 тонн, 12340000 рублей
зерно, Аргентина, 20 тонн, 14850000 рублей
рыба, США, 30 тонн, 1250000 рублей
груши, Венгрия, 30 тонн, 14850000 рублей
яблоки, Венгрия, 5 тонн, 500000 рублей
зерно, Перу, 15 тонн, 1250000 рублей
груши, Перу, 15 тонн, 500000 рублей
масло, Австрия, 20 тонн, 12340000 рублей
рыба, Германия, 2 тонны, 1250000 рублей
груши, США, 5 тонн, 12340000 рублей
масло, Австрия, 1 тонна, 1000000 рублей
рыба, Венгрия, 2 тонны, 1000000 рублей
груши, Австралия, 2 тонны, 1000000 рублей
груши, Германия, 15 тонн, 12340000 рублей
яблоки, Австралия, 2 тонны, 7050000 рублей
рыба, США, 10 тонн, 1000000 рублей
груши, Венгрия, 50 тонн, 7050000 рублей
яблоки, Австралия, 10 тонн, 1000000 рублей
масло, Австрия, 30 тонн, 14850000 рублей
масло, Перу, 20 тонн, 12340000 рублей
хлеб, США, 15 тонн, 1000000 рублей
зерно, США, 1 тонна, 500000 рублей
зерно, Австрия, 1 тонна, 14850000 рублей
яблоки, Австралия, 5 тонн, 7050000 рублей
хлеб, Венгрия, 5 тонн, 1250000 рублей
хлеб, США, 30 тонн, 1000000 рублей
зерно, США, 15 тонн, 1000000 рублей
шоколад, Венгрия, 10 тонн, 500000 рублей
груши, Аргентина, 1 тонна, 1250000 рублей
рыба, США, 5 тонн, 1250000 рублей
шоколад, Австралия, 5 тонн, 12340000 рублей
шоколад, Венгрия, 50 тонн, 12340000 рублей
яблоки, Венгрия, 1 тонна, 1000000 рублей
зерно, Венгрия, 5 тонн, 12340000 рублей
груши, Венгрия, 10 тонн, 14850000 рублей
рыба, Австрия, 30 тонн, 500000 рублей
яблоки, Австралия, 2 тонны, 1250000 рублей
хлеб, Германия, 2 тонны, 12340000 рублей
зерно, Перу, 1 тонна, 14850000 рублей
рыба, Австрия, 10 тонн, 1000000 рублей
хлеб, Австралия, 30 тонн, 7050000 рублей
зерно, Германия, 15 тонн, 500000 рублей
хлеб, Венгрия, 30 тонн, 7050000 рублей
хлеб, США, 2 тонны, 14850000 рублей
яблоки, Китай, 2 тонны, 1250000 рублей
зерно, Аргентина, 10 тонн, 1250000 рублей
рыба, Венгрия, 2 тонны, 7050000 рублей
масло, Австрия, 1 тонна, 12340000 рублей
рыба, Китай, 15 тонн, 12340000 рублей
груши, Китай, 2 тонны, 12340000 рублей
хлеб, Австралия, 20 тонн, 500000 рублей
